vendor_id,legal_name,pan,gstin,home_state,categories,incorporation_date,paid_up_capital,annual_turnover,size_tier,address_building_id,address_unit_id,address_unit_share_count,address_building_share_count,phone,email,bank_account,has_website,has_employee_records,registry_status,struck_off_date,msme_registered,startup_registered,is_govt_owned,is_spv,activity_code
V-0183,Yamuna Works LLP,AAEPS7196E,14AAEPS7196E1Z0,KL,office_furniture,2018-01-01,571397.74,6431661.28,small,ADDR-BLD-6459,ADDR-BLD-6459-U23,1,1,9146561042,contact@v0183.example,ACCT-344351,1,1,active,,1,0,0,0,office_furniture
V-0184,Bindu Engineering Pvt Ltd,AAFPS6402J,37AAFPS6402J1Z1,MH,borewell_drilling,2012-11-12,1937419.84,22609149.03,small,ADDR-BLD-3176,ADDR-BLD-3176-U29,1,1,9870000784,contact@v0184.example,ACCT-531619,0,1,active,,0,0,0,0,borewell_drilling
V-0185,Dhruva Traders,AAHPS9635G,22AAHPS9635G1Z9,KL,security_services,2014-09-26,1506090.79,18937139.97,small,ADDR-BLD-8462,ADDR-BLD-8462-U15,1,1,9163293265,contact@gmail.example,ACCT-494386,1,1,active,,0,0,0,0,security_services
V-0186,Pragati Solutions LLP,AAEPS2196J,37AAEPS2196J1Z5,OD,laptops_it,2011-12-09,1120924.84,8682177.48,small,ADDR-BLD-8187,ADDR-BLD-8187-U8,1,1,9549343362,contact@v0186.example,ACCT-696462,0,1,active,,0,0,0,0,laptops_it
V-0187,Amba Agencies,AAGPS7879K,21AAGPS7879K1Z7,IN,laptops_it|water_pipeline|solar_streetlight,2023-10-28,1057872.2,9432589.34,small,ADDR-BLD-6696,ADDR-BLD-6696-U28,1,1,9960095836,contact@v0187.example,ACCT-806693,1,1,active,,1,0,0,0,laptops_it
V-0188,Mandar Traders LLP,AABPS1594C,25AABPS1594C1Z6,MH,solar_streetlight,2021-11-21,110594.55,464620.17,micro,ADDR-BLD-5242,ADDR-BLD-5242-U11,1,1,9447682362,contact@v0188.example,ACCT-261363,0,1,active,,0,0,0,0,solar_streetlight
V-0189,Bhoomi Industries Private Limited,AAFPS8636K,18AAFPS8636K1Z7,RJ,water_pipeline|security_services,2014-03-22,279095.56,2310314.27,micro,ADDR-BLD-4956,ADDR-BLD-4956-U16,1,1,9795635960,contact@gmail.example,ACCT-662825,1,0,active,,1,0,0,0,security_services
V-0190,Charan Works LLP,AABPS2652F,27AABPS2652F1Z2,OD,road_resurfacing|school_uniforms|ambulance_vehicle,2008-06-04,243147795.27,2046282853.27,large,ADDR-BLD-6580,ADDR-BLD-6580-U13,1,1,9243891044,contact@v0190.example,ACCT-485808,1,1,active,,0,0,0,0,road_resurfacing
V-0191,Gokul Ventures & Co,AAFPS4741D,35AAFPS4741D1Z5,MH,medical_supplies|ambulance_vehicle|school_uniforms,2015-03-03,133659940.48,1431329350.47,large,ADDR-BLD-6015,ADDR-BLD-6015-U22,1,1,9703630247,contact@v0191.example,ACCT-INTERMED-77001,1,1,active,,0,0,0,0,school_uniforms
V-0192,Tarang Traders & Co,AAHPS8867H,20AAHPS8867H1Z9,RJ,building_construction|sanitation_services|biomedical_service,2021-06-26,4914882.41,42171734.25,mid,ADDR-BLD-7199,ADDR-BLD-7199-U24,1,1,9268100240,contact@v0192.example,ACCT-446761,0,1,active,,0,0,0,0,biomedical_service
V-0193,Nandi Engineering & Co,AAGPS2902A,13AAGPS2902A1Z5,OD,biomedical_service,2006-08-27,195276464.76,1739583534.39,large,ADDR-BLD-2859,ADDR-BLD-2859-U33,1,1,9841447766,contact@gmail.example,ACCT-925274,1,1,active,,0,0,0,0,biomedical_service
V-0194,Deep Roadways & Co,AAHPS2585C,27AAHPS2585C1Z3,KL,water_pipeline,2014-03-01,14041846.35,39794794.06,mid,ADDR-BLD-3696,ADDR-BLD-3696-U5,1,1,9660534189,contact@gmail.example,ACCT-640982,1,1,active,,0,0,0,0,water_pipeline
V-0195,Shakti Public Sector Corporation Ltd,AAEPS7583F,19AAEPS7583F1Z3,KL,sanitation_services,2019-06-13,14122558.69,140804737.24,mid,ADDR-BLD-2813,ADDR-BLD-2813-U38,1,1,9471215256,contact@gmail.example,ACCT-343808,1,0,active,,0,0,1,0,sanitation_services
V-0196,Falgun Projects,AAHPS3265E,15AAHPS3265E1Z8,OD,road_resurfacing,2016-11-25,727169.76,5932633.16,small,ADDR-BLD-6390,ADDR-BLD-6390-U9,1,2,9743367528,contact@v0196.example,ACCT-877657,0,1,active,,1,0,0,0,road_resurfacing
V-0197,Charan Technologies & Co,AABPS7373G,32AABPS7373G1Z2,MH,road_resurfacing,2018-05-21,17902570.72,181113103.16,mid,ADDR-BLD-6021,ADDR-BLD-6021-U34,1,2,9161698701,contact@gmail.example,ACCT-187850,0,1,active,,0,0,0,0,road_resurfacing
V-0198,Bhoomi Technologies & Co,AAAPS4302E,17AAAPS4302E1Z2,KA,building_construction,2009-01-07,10003433.3,136235452.93,mid,ADDR-BLD-5510,ADDR-BLD-5510-U17,1,1,9160113293,contact@v0198.example,ACCT-878866,1,1,active,,0,0,0,0,building_construction
V-0199,Ujjwal Builders & Co,AAFPS9706E,31AAFPS9706E1Z7,KA,medical_supplies,2014-01-24,1502403.21,8627354.12,small,ADDR-BLD-6337,ADDR-BLD-6337-U28,1,1,9528595296,contact@v0199.example,ACCT-131441,0,1,active,,1,0,0,0,medical_supplies
V-0200,Anant Projects Private Limited,AACPS2752C,34AACPS2752C1Z7,IN,ambulance_vehicle|laptops_it|medical_supplies,2005-03-31,10187449.66,57618043.61,mid,ADDR-BLD-3062,ADDR-BLD-3062-U10,1,1,9968907469,contact@v0200.example,ACCT-335120,1,1,active,,0,0,0,0,laptops_it
V-0201,Meru Enterprises Ltd,AAAPS1897E,26AAAPS1897E1Z2,KL,school_uniforms|medical_supplies,2007-02-14,780303.26,3391407.51,small,ADDR-BLD-2776,ADDR-BLD-2776-U9,1,1,9240592698,contact@gmail.example,ACCT-922704,1,1,active,,0,0,0,0,school_uniforms
V-0202,Nandi Engineering Pvt Ltd,AAHPS7911K,25AAHPS7911K1Z8,OD,medical_supplies,2010-11-25,848753.31,10477774.32,small,ADDR-BLD-3267,ADDR-BLD-3267-U2,1,1,9684351932,contact@v0202.example,ACCT-160456,1,1,active,,0,0,0,0,medical_supplies
V-0203,Devi Engineering LLP,AAGPS3335D,28AAGPS3335D1Z8,OD,office_furniture,2006-02-20,416590.14,4368255.3,micro,ADDR-BLD-7400,ADDR-BLD-7400-U35,1,1,9834592083,contact@v0203.example,ACCT-904436,0,1,active,,1,0,0,0,office_furniture
V-0204,Gokul Agencies Pvt Ltd,AABPS6716F,32AABPS6716F1Z3,IN,security_services|laptops_it,2008-06-19,16708624.96,55609113.71,mid,ADDR-BLD-9001,ADDR-BLD-9001-U2,3,49,9389799096,contact@v0204.example,ACCT-806693,1,0,active,,0,0,0,0,security_services
V-0205,Deep Enterprises LLP,AAAPS3250K,24AAAPS3250K1Z3,OD,ambulance_vehicle|medical_supplies,2016-01-26,16428292.82,206872151.64,mid,ADDR-BLD-2740,ADDR-BLD-2740-U9,1,1,9898220182,contact@v0205.example,ACCT-619841,1,1,active,,0,0,0,0,ambulance_vehicle
V-0206,Ekta Associates,AAAPS4474A,21AAAPS4474A1Z7,KL,road_resurfacing|sanitation_services,2018-06-12,2399735.78,6940821.82,small,ADDR-BLD-1132,ADDR-BLD-1132-U13,1,1,9263255357,contact@gmail.example,ACCT-705356,1,1,active,,0,0,0,0,sanitation_services
V-0207,Jyoti Projects,AAGPS6455J,18AAGPS6455J1Z0,IN,medical_supplies|building_construction|biomedical_service,2017-09-11,323569.05,3983471.19,micro,ADDR-BLD-5990,ADDR-BLD-5990-U12,1,1,9396712031,contact@v0207.example,ACCT-904565,0,0,active,,1,0,0,0,biomedical_service
V-0208,Anant Industries Private Limited,AAAPS5225K,19AAAPS5225K1Z0,MH,water_pipeline|sanitation_services,2018-11-28,343367.65,2466012.07,micro,ADDR-BLD-5378,ADDR-BLD-5378-U32,1,1,9275639601,contact@gmail.example,ACCT-963409,0,0,active,,1,0,0,0,sanitation_services
V-0209,Hemant Solutions Private Limited,AAAPS7123B,10AAAPS7123B1Z2,KA,road_resurfacing,2005-07-10,1556509.33,20151774.25,small,ADDR-BLD-2429,ADDR-BLD-2429-U9,1,1,9008811220,filings@sahaytaconsultants.example,ACCT-491979,0,1,active,,0,0,0,0,road_resurfacing
V-0210,Nandi Traders Ltd,AAFPS5043B,20AAFPS5043B1Z8,MH,drugs_generic|road_resurfacing,2020-07-04,1635235.39,8505785.13,small,ADDR-BLD-6678,ADDR-BLD-6678-U19,1,1,9475150739,contact@gmail.example,ACCT-758210,0,1,active,,0,0,0,0,drugs_generic
V-0211,Kaveri Works Private Limited,AADPS4009H,33AADPS4009H1Z1,MH,sanitation_services|security_services,2020-11-29,973270.95,3668778.16,small,ADDR-BLD-5567,ADDR-BLD-5567-U25,1,1,9008811220,contact@v0211.example,ACCT-386546,0,1,active,,0,0,0,0,sanitation_services
V-0212,Zenith Constructions Private Limited,AAFPS7580B,24AAFPS7580B1Z7,RJ,biomedical_service,2018-11-13,1688341.8,6569150.2,small,ADDR-BLD-1958,ADDR-BLD-1958-U14,1,1,9811110320,contact@gmail.example,ACCT-428350,0,1,active,,0,0,0,0,biomedical_service
V-0213,Gokul Constructions Pvt Ltd,AAGPS1033F,28AAGPS1033F1Z2,IN,biomedical_service,2021-11-23,17739501.22,62110000.09,mid,ADDR-BLD-7842,ADDR-BLD-7842-U33,1,1,9505175742,contact@v0213.example,ACCT-380526,1,1,active,,0,0,0,0,biomedical_service
V-0214,Utkal Contractors Private Limited,AAHPS1821C,31AAHPS1821C1Z3,KA,biomedical_service|school_uniforms|sanitation_services,2024-05-13,1517684.26,6364464.38,small,ADDR-BLD-6266,ADDR-BLD-6266-U7,1,1,9843632039,contact@v0214.example,ACCT-233066,0,1,active,,0,0,0,0,biomedical_service
V-0215,Yamuna Builders Private Limited,AAFPS8570B,22AAFPS8570B1Z9,MH,laptops_it|school_uniforms,2018-07-05,558363.71,5918380.55,small,ADDR-BLD-8654,ADDR-BLD-8654-U33,1,1,9352064777,contact@v0215.example,ACCT-958844,0,1,active,,0,0,0,0,laptops_it
V-0216,Sagar Roadways,AAHPS1195F,33AAHPS1195F1Z6,IN,office_furniture,2018-08-16,538284.97,5498360.8,small,ADDR-BLD-7713,ADDR-BLD-7713-U27,1,1,9414327486,contact@gmail.example,ACCT-816522,1,1,active,,1,0,0,0,office_furniture
V-0217,Rudra Roadways,AADPS9407A,25AADPS9407A1Z3,OD,road_resurfacing|laptops_it|building_construction,2007-07-05,1634477.81,12637824.62,small,ADDR-BLD-2526,ADDR-BLD-2526-U21,1,1,9680795750,contact@v0217.example,ACCT-921408,0,1,active,,0,0,0,0,laptops_it
V-0218,Shakti Agencies,AAHPS1424A,36AAHPS1424A1Z4,KA,solar_streetlight|road_resurfacing|building_construction,2018-07-21,274347.72,2340521.56,micro,ADDR-BLD-5630,ADDR-BLD-5630-U21,1,1,9605317926,contact@gmail.example,ACCT-491979,0,1,active,,0,0,0,0,building_construction
V-0219,Gokul Solutions LLP,AABPS2673B,36AABPS2673B1Z2,RJ,ambulance_vehicle|solar_streetlight,2009-09-21,13303841.32,151613796.49,mid,ADDR-BLD-2480,ADDR-BLD-2480-U4,1,1,9312014032,contact@gmail.example,ACCT-859376,0,1,active,,0,0,0,0,ambulance_vehicle
V-0220,Devi Associates Ltd,AAEPS4160D,18AAEPS4160D1Z9,MH,ambulance_vehicle|office_furniture,2009-04-22,1264681.46,9342645.0,small,ADDR-BLD-6863,ADDR-BLD-6863-U36,1,1,9564190363,contact@gmail.example,ACCT-952488,0,1,active,,1,0,0,0,ambulance_vehicle
V-0221,Lohit Builders Pvt Ltd,AAAPS8995G,31AAAPS8995G1Z4,RJ,building_construction|solar_streetlight,2007-06-28,2487483.94,17332215.97,small,ADDR-BLD-6051,ADDR-BLD-6051-U26,1,1,9115667392,contact@gmail.example,ACCT-566570,0,1,active,,0,0,0,0,building_construction
V-0222,Rudra Infra,AACPS9253J,19AACPS9253J1Z7,KA,office_furniture,2023-05-13,12938218.51,123873641.24,mid,ADDR-BLD-3024,ADDR-BLD-3024-U21,1,1,9882160909,contact@v0222.example,ACCT-570700,1,1,active,,0,1,0,0,office_furniture
V-0223,Nandi Agencies Private Limited,AACPS9130C,15AACPS9130C1Z2,KL,solar_streetlight|drugs_generic|security_services,2013-05-10,15632448.98,187901884.3,mid,ADDR-BLD-1660,ADDR-BLD-1660-U3,1,1,9102081152,contact@gmail.example,ACCT-701776,1,1,active,,0,0,0,0,solar_streetlight
V-0224,Kalpa Infra LLP,AAFPS6253J,14AAFPS6253J1Z1,RJ,water_pipeline|medical_supplies|road_resurfacing,2017-04-29,78315207.65,343576820.97,large,ADDR-BLD-5688,ADDR-BLD-5688-U33,1,1,9901653381,contact@v0224.example,ACCT-987880,1,1,active,,0,0,0,0,road_resurfacing
V-0225,Kalpa Contractors LLP,AAGPS1001C,27AAGPS1001C1Z2,OD,road_resurfacing,2013-01-15,1275655.97,17283173.26,small,ADDR-BLD-1423,ADDR-BLD-1423-U37,1,1,9008811220,contact@v0225.example,ACCT-234872,0,1,active,,1,0,0,0,road_resurfacing
V-0226,Lohit Constructions,AACPS7201A,35AACPS7201A1Z7,OD,laptops_it,2020-11-10,19549884.3,230211076.58,mid,ADDR-BLD-2517,ADDR-BLD-2517-U17,1,1,9831007583,contact@v0226.example,ACCT-215767,1,1,active,,0,0,0,0,laptops_it
V-0227,Vidhi Agencies Pvt Ltd,AACPS6459A,34AACPS6459A1Z2,OD,borewell_drilling,2021-04-24,2307679.04,17532985.2,small,ADDR-BLD-4473,ADDR-BLD-4473-U25,1,1,9008811220,contact@v0227.example,ACCT-930183,1,1,active,,0,0,0,0,borewell_drilling
V-0228,Jyoti Contractors Ltd,AADPS8786H,24AADPS8786H1Z5,MH,office_furniture|solar_streetlight,2015-03-26,16791111.2,129755447.82,mid,ADDR-BLD-8117,ADDR-BLD-8117-U14,1,1,9320437021,contact@gmail.example,ACCT-689353,0,1,active,,0,0,0,0,solar_streetlight
V-0229,Shakti Technologies,AACPS3125D,24AACPS3125D1Z1,OD,water_pipeline,2020-02-16,15035213.76,76325406.59,mid,ADDR-BLD-3322,ADDR-BLD-3322-U29,1,1,9388273764,contact@v0229.example,ACCT-759329,1,1,active,,0,0,0,0,water_pipeline
V-0230,Amba Works LLP,AAGPS3118D,33AAGPS3118D1Z5,RJ,road_resurfacing,2011-03-18,2297317.97,10756473.66,small,ADDR-BLD-2884,ADDR-BLD-2884-U28,1,1,9008811220,contact@v0230.example,ACCT-712517,1,1,active,,0,0,0,0,road_resurfacing
V-0231,Jyoti Enterprises Pvt Ltd,AACPS1669C,21AACPS1669C1Z5,IN,security_services|borewell_drilling,2009-12-06,368245.76,3848917.4,micro,ADDR-BLD-7388,ADDR-BLD-7388-U6,1,1,9607769463,contact@v0231.example,ACCT-776950,0,1,active,,1,0,0,0,borewell_drilling
V-0232,Vidhi Roadways,AADPS3818J,37AADPS3818J1Z4,MH,security_services|biomedical_service,2005-10-17,61015146.38,415457513.04,large,ADDR-BLD-4226,ADDR-BLD-4226-U17,1,1,9788040856,contact@v0232.example,ACCT-400427,1,1,active,,0,0,0,0,security_services
V-0233,Pragati Engineering,AAHPS4565H,32AAHPS4565H1Z8,OD,drugs_generic|medical_supplies,2021-02-03,439302.82,2666077.52,micro,ADDR-BLD-4365,ADDR-BLD-4365-U29,1,1,9959500342,contact@v0233.example,ACCT-477289,0,1,active,,1,0,0,0,drugs_generic
V-0234,Chetak Systems LLP,AACPS3634F,17AACPS3634F1Z5,MH,laptops_it,2020-08-09,7213800.56,55365397.51,mid,ADDR-BLD-8828,ADDR-BLD-8828-U19,1,1,9370635593,contact@gmail.example,ACCT-548481,1,1,active,,0,0,0,0,laptops_it
V-0235,Lohit Public Sector Corporation Ltd,AABPS6796C,37AABPS6796C1Z0,RJ,medical_supplies|building_construction|water_pipeline,2013-09-24,432269.91,4836303.19,micro,ADDR-BLD-8677,ADDR-BLD-8677-U21,1,1,9688313122,contact@v0235.example,ACCT-159745,1,0,active,,1,0,1,0,water_pipeline
V-0236,Anant Projects Ltd,AADPS3985F,31AADPS3985F1Z5,RJ,laptops_it|drugs_generic|biomedical_service,2008-12-17,1902758.56,21183183.86,small,ADDR-BLD-5994,ADDR-BLD-5994-U10,1,1,9145474928,contact@v0236.example,ACCT-286690,1,1,active,,1,0,0,0,biomedical_service
V-0237,Ira Roadways LLP,AAEPS6548E,33AAEPS6548E1Z2,KL,road_resurfacing|water_pipeline|school_uniforms,2022-04-15,1483956.91,8116939.07,small,ADDR-BLD-4787,ADDR-BLD-4787-U26,1,1,9709426196,contact@gmail.example,ACCT-263101,0,1,active,,1,0,0,0,water_pipeline
V-0238,Rohan Industries Pvt Ltd,AAHPS2524J,29AAHPS2524J1Z7,KA,borewell_drilling|ambulance_vehicle|water_pipeline,2021-03-24,200542262.01,1963841054.48,large,ADDR-BLD-8655,ADDR-BLD-8655-U22,1,1,9500257486,contact@gmail.example,ACCT-774098,1,1,active,,0,0,0,0,water_pipeline
V-0239,Anant Projects Pvt Ltd,AACPS5264C,30AACPS5264C1Z1,KA,security_services|water_pipeline|laptops_it,2020-10-19,821841.13,4881734.86,small,ADDR-BLD-4239,ADDR-BLD-4239-U15,1,1,9478734576,contact@gmail.example,ACCT-106007,0,1,active,,0,0,0,0,laptops_it
V-0240,Falgun Corporation LLP,AADPS9325J,35AADPS9325J1Z7,OD,security_services|building_construction,2007-06-25,137753.55,1602965.34,micro,ADDR-BLD-8073,ADDR-BLD-8073-U10,1,1,9759531608,contact@gmail.example,ACCT-203394,0,0,active,,0,0,0,0,security_services
V-S001,Arka Systems,AACPS4162B,36AACPS4162B1Z9,KA,road_resurfacing,2025-08-13,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U4,3,49,9508562517,contact@gmail.example,ACCT-491979,0,0,active,,0,0,0,0,school_uniforms
V-S002,Yamuna Roadways Private Limited,AAFPS7997G,26AAFPS7997G1Z1,MH,water_pipeline,2025-02-18,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U3,3,49,9735653938,contact@gmail.example,ACCT-334013,0,0,active,,0,0,0,0,school_uniforms
V-S003,Devi Solutions Ltd,AAFPS7432K,33AAFPS7432K1Z0,RJ,medical_supplies,2024-10-31,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U4,3,49,9293931968,contact@gmail.example,ACCT-296086,0,0,active,,0,0,0,0,school_uniforms
V-S004,Dhruva Solutions,AAGPS8151B,19AAGPS8151B1Z2,KL,building_construction,2024-09-15,500000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U3,3,49,9325583087,contact@gmail.example,ACCT-837978,0,0,active,,0,0,0,0,sanitation_services
V-S005,Kalpa Contractors,AACPS9195J,29AACPS9195J1Z6,KL,biomedical_service|borewell_drilling|security_services,2024-06-13,500000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U1,1,49,9455772272,contact@gmail.example,ACCT-373817,0,0,active,,0,0,0,0,borewell_drilling
V-S006,Hansa Enterprises Pvt Ltd,AAGPS4708F,25AAGPS4708F1Z1,KL,borewell_drilling,2025-10-30,500000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U6,1,49,9765521713,contact@gmail.example,ACCT-735888,0,0,active,,0,0,0,0,borewell_drilling
V-S007,Ujjwal Builders,AAEPS6951H,13AAEPS6951H1Z2,KL,security_services,2024-09-19,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U2,3,49,9228146359,contact@gmail.example,ACCT-377292,0,0,struck_off,2026-05-14,0,0,0,0,security_services
V-S008,Jyoti Associates LLP,AAFPS7524A,27AAFPS7524A1Z7,IN,biomedical_service|drugs_generic|ambulance_vehicle,2025-03-01,500000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U2,3,49,9163099176,contact@gmail.example,ACCT-597702,0,0,struck_off,2026-08-05,0,0,0,0,ambulance_vehicle
V-S009,Vidhi Ventures Ltd,AAGPS8465D,34AAGPS8465D1Z7,MH,ambulance_vehicle,2024-07-26,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U4,3,49,9332642460,contact@gmail.example,ACCT-112833,0,0,active,,0,0,0,0,ambulance_vehicle
V-S010,Chakra Services,AABPS4082G,25AABPS4082G1Z7,KL,drugs_generic|road_resurfacing|security_services,2025-02-11,100000.0,,micro,ADDR-BLD-9001,ADDR-BLD-9001-U3,3,49,9822102987,contact@gmail.example,ACCT-972841,0,0,active,,0,0,0,0,road_resurfacing
V-Y001,Ira Enterprises Ltd,AAEPS3857A,21AAEPS3857A1Z3,KL,water_pipeline|medical_supplies,2025-07-30,857248.47,163159784.7,mid,ADDR-BLD-1870,ADDR-BLD-1870-U4,1,1,9848477292,contact@gmail.example,ACCT-205855,1,1,active,,1,1,0,0,water_pipeline
V-Y002,Omkar Technologies LLP,AAGPS6247F,14AAGPS6247F1Z5,OD,road_resurfacing,2025-08-25,736092.96,104746557.14,large,ADDR-BLD-6670,ADDR-BLD-6670-U39,1,1,9284424152,contact@vy002.example,ACCT-869828,0,1,active,,1,1,0,0,road_resurfacing
V-Y003,Arka Projects Ltd,AAEPS3543A,36AAEPS3543A1Z1,KL,school_uniforms|building_construction|borewell_drilling,2025-01-01,775235.67,146927777.12,mid,ADDR-BLD-6913,ADDR-BLD-6913-U40,1,1,9790495642,contact@gmail.example,ACCT-443441,1,1,active,,1,1,0,0,building_construction
V-Y004,Parth Enterprises LLP,AABPS3278E,16AABPS3278E1Z0,KA,laptops_it|office_furniture,2025-09-29,870358.92,7220548.34,small,ADDR-BLD-2629,ADDR-BLD-2629-U22,1,1,9581440441,contact@vy004.example,ACCT-213056,0,1,active,,1,1,0,0,office_furniture
V-Y005,Nandi Infra,AAGPS6725C,19AAGPS6725C1Z1,KA,solar_streetlight|medical_supplies,2025-03-12,859040.76,367550824.44,large,ADDR-BLD-1003,ADDR-BLD-1003-U16,1,1,9755116105,contact@vy005.example,ACCT-INTERMED-77001,0,1,active,,1,1,0,0,medical_supplies
V-Y006,Rudra Industries Ltd,AABPS7524J,11AABPS7524J1Z5,KA,solar_streetlight|road_resurfacing|drugs_generic,2025-07-08,776563.73,2114589.25,micro,ADDR-BLD-6240,ADDR-BLD-6240-U36,1,1,9816191642,contact@gmail.example,ACCT-357783,0,1,active,,1,1,0,0,drugs_generic
V-Y007,Nandi Engineering Ltd,AAGPS1231E,24AAGPS1231E1Z1,KL,office_furniture|solar_streetlight,2025-04-06,563612.03,977771139.07,large,ADDR-BLD-6275,ADDR-BLD-6275-U28,1,1,9503141857,contact@gmail.example,ACCT-619851,1,1,active,,1,1,0,0,solar_streetlight
V-Y008,Ekta Ventures,AABPS6632J,27AABPS6632J1Z2,KA,sanitation_services|drugs_generic|road_resurfacing,2025-02-21,869293.18,15633987.58,small,ADDR-BLD-6814,ADDR-BLD-6814-U25,1,1,9255259126,contact@vy008.example,ACCT-295940,0,1,active,,1,1,0,0,road_resurfacing
V-SPV01,Kaveri Supplies LLP,AAGPS5710C,21AAGPS5710C1Z5,OD,building_construction,2025-03-10,2500000.0,4288538.71,small,ADDR-BLD-1387,ADDR-BLD-1387-U4,1,1,9477382915,contact@vspv01.example,ACCT-674545,0,1,active,,1,0,0,1,ambulance_vehicle
